"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.ptv.pvalue","asd.ptv.pvalue","bp.ptv.pvalue"
"263","ENSG00000113163",5,75356345,75512138,"CERT1",0.251263879450064,0.228005869296516,1,0.50067
"264","ENSG00000121644",1,244653103,244709033,"DESI2",0.486960084461307,0.486960084461307,1,NA
"265","ENSG00000073584",17,40624962,40648654,"SMARCE1",0.179964142997368,0.179964142997368,1,1
"266","ENSG00000107372",9,72351413,72365235,"ZFAND5",0.589292064949287,0.589292064949287,1,NA
"267","ENSG00000167768",12,52674736,52680407,"KRT1",0.339913370441789,0.541562815710686,0.0578396942444061,1
"268","ENSG00000066135",1,43650149,43705518,"KDM4A",0.055778822042778,0.055778822042778,1,1
"269","ENSG00000133056",1,204422628,204494805,"PIK3C2B",0.317501465596,0.515480503457931,0.0578396942444061,1
"270","ENSG00000197272",16,28499362,28512051,"IL27",0.589292064949287,0.589292064949287,1,1
"271","ENSG00000115306",2,54456317,54671446,"SPTBN1",0.559923871491715,0.697188376621878,0.149577156721715,1
"272","ENSG00000074054",2,121337776,121649476,"CLASP1",0.584315782610736,0.749176419606265,0.386773407587887,0.2502
"273","ENSG00000162631",1,107140007,107484923,"NTNG1",0.49138,1,1,0.49138
"274","ENSG00000186907",11,57460528,57477534,"RTN4RL2",1,1,1,NA
"275","ENSG00000108021",10,5684838,5763740,"TASOR2",0.0392811617021108,0.257114972882729,0.0578396942444061,0.03887
"276","ENSG00000150907",13,40555667,40666641,"FOXO1",1,1,1,NA
"277","ENSG00000105221",19,40230317,40285536,"AKT2",0.159416417829612,0.136410411474409,1,0.49138
"278","ENSG00000142751",1,26876132,26890283,"GPN2",0.287394517043312,0.287394517043312,1,1
"279","ENSG00000107882",10,102503972,102633535,"SUFU",0.475357930427504,0.606510850488877,1,0.24144
"280","ENSG00000278311",17,36544912,36589848,"GGNBP2",0.386773407587887,NA,0.386773407587887,1
"281","ENSG00000137764",15,67542703,67807117,"MAP2K5",0.318085728761943,0.359166252913006,1,0.36658
"282","ENSG00000251201",5,115578642,115626161,"TMED7-TICAM2",1,NA,1,NA
"283","ENSG00000155827",9,101533853,101563344,"RNF20",0.707513681600752,0.692216325799113,0.3814988955957,0.68775
"284","ENSG00000135439",12,57723761,57742157,"AGAP2",0.034772343448593,0.0324302493670754,0.386773407587887,0.36658
"285","ENSG00000149532",11,61402641,61430031,"CPSF7",0.199457102903677,0.199457102903677,1,NA
"286","ENSG00000164880",7,1470277,1504389,"INTS1",0.997567109829254,0.509690009340335,1,0.81172
"287","ENSG00000142611",1,3069168,3438621,"PRDM16",0.606271237750016,0.66376875497242,0.386773407587887,0.49138
"288","ENSG00000140854",16,57735739,57757244,"KATNB1",0.820916153781908,0.809107945078502,1,0.61863
"289","ENSG00000173175",3,123282296,123449090,"ADCY5",0.00689186590699651,0.00689186590699651,1,1
"290","ENSG00000154114",11,121024072,121090776,"TBCEL",1,1,1,1
"291","ENSG00000143621",1,153661788,153671028,"ILF2",0.486960084461307,0.486960084461307,1,NA
"292","ENSG00000024048",6,42564029,42693505,"UBR2",0.0733330142898828,0.0821472908335904,0.0351640673497326,0.74992
"293","ENSG00000260903",20,31968151,32003387,"XKR7",1,1,1,NA
"294","ENSG00000137770",15,44427622,44529038,"CTDSPL2",1,1,1,NA
"295","ENSG00000187266",19,11377207,11384342,"EPOR",0.954275201172095,0.149804075469179,1,1
"296","ENSG00000178950",4,849276,932373,"GAK",0.3444,1,1,0.3444
"297","ENSG00000100504",14,50857891,50944483,"PYGL",0.0775790878276522,0.0227367872623638,0.525607498267655,0.74992
"298","ENSG00000087365",11,66050729,66069308,"SF3B2",0.428654102680588,0.428654102680588,1,1
"299","ENSG00000154229",17,66302613,66810743,"PRKCA",0.223410660143533,0.306456258582358,1,0.24144
"300","ENSG00000141867",19,15235519,15332545,"BRD4",0.0306763025633752,0.0193541521425564,1,0.49138
"301","ENSG00000087510",20,56629306,56639283,"TFAP2C",0.49138,1,1,0.49138
"302","ENSG00000170577",2,45005182,45009452,"SIX2",0.108233401817866,0.0849185579629554,1,0.50013
"303","ENSG00000161203",3,184174689,184184091,"AP2M1",1,1,1,1
"304","ENSG00000120458",11,124766498,124800706,"MSANTD2",0.49138,1,1,0.49138
"305","ENSG00000124177",20,41402083,41618384,"CHD6",0.65416137385682,0.781199814223,0.149577156721715,1
"306","ENSG00000089154",12,120127202,120194715,"GCN1",0.0351640673497326,1,0.0351640673497326,1
"307","ENSG00000132405",4,6909242,7033118,"TBC1D14",0.336977349377388,1,0.0578396942444061,0.72685
"308","ENSG00000123505",6,110874770,110898879,"AMD1",1,1,1,1
"309","ENSG00000196141",2,200305881,200482264,"SPATS2L",0.928439793017424,0.228005869296516,1,0.21912
"310","ENSG00000138668",4,82352498,82374503,"HNRNPD",0.00793424311709169,0.00793424311709169,1,NA
"311","ENSG00000160094",1,33256492,33300719,"ZNF362",0.103476981132632,0.103476981132632,1,NA
"312","ENSG00000148925",11,13388008,13463297,"BTBD10",0.316343573164066,0.246462814819187,0.386773407587887,0.68228
"313","ENSG00000141084",16,67723070,67806652,"RANBP10",0.61863,1,1,0.61863
"314","ENSG00000012504",12,100473708,100564414,"NR1H4",0.00231684750948256,0.00689186590699651,0.00864576675185619,0.49138
"315","ENSG00000116141",1,220528136,220664461,"MARK1",0.510915469316236,0.698000451129502,0.386773407587887,0.21091
"316","ENSG00000187545",1,12892896,12898270,"PRAMEF10",0.72206,1,1,0.72206
"317","ENSG00000165280",9,35053928,35072668,"VCP",0.342956159979162,0.359132383351749,0.386773407587887,0.49138
"318","ENSG00000170162",6,117265558,117273565,"VGLL2",0.589292064949287,0.589292064949287,1,1
"319","ENSG00000155111",6,110609978,110815958,"CDK19",0.354684069718144,0.34330575066639,1,0.49138
"320","ENSG00000151632",10,4987400,5018031,"AKR1C2",0.49138,1,1,0.49138
"321","ENSG00000076356",1,208022242,208244384,"PLXNA2",0.304961334713983,0.255195712935369,0.56362363483341,0.50833
"322","ENSG00000068796",5,62306162,62391025,"KIF2A",0.43384710320895,1,0.386773407587887,0.50013
"323","ENSG00000073861",17,47733236,47746122,"TBX21",0.359132383351749,0.359132383351749,1,1
"324","ENSG00000153956",7,81946444,82443777,"CACNA2D1",0.00853067738721256,0.00416290194219228,1,0.49138
"325","ENSG00000065000",19,2100988,2164468,"AP3D1",0.0132573038378394,0.0107489255091089,1,0.36658
"326","ENSG00000142327",2,240565804,240581372,"RNPEPL1",0.211183378794643,0.119910763693542,1,0.72206
"327","ENSG00000177731",17,18244815,18258738,"FLII",0.310857156703195,0.258513997648594,0.643209706352675,1
"328","ENSG00000128607",7,130070534,130135705,"KLHDC10",0.589292064949287,0.589292064949287,1,1
"329","ENSG00000142149",21,31873020,32044633,"HUNK",0.526676001434395,0.788860097855381,1,0.065811
"330","ENSG00000174748",3,23916591,23924374,"RPL15",0.199457102903677,0.199457102903677,1,NA
"331","ENSG00000154803",17,17212212,17237188,"FLCN",0.226424971975433,0.226424971975433,1,1
"332","ENSG00000170396",2,184598529,184939492,"ZNF804A",0.565025339829287,0.692216325799113,0.0578396942444061,0.68228
"333","ENSG00000099860",19,2476122,2478259,"GADD45B",1,1,1,NA
"334","ENSG00000189091",16,70523791,70577670,"SF3B3",0.0250040289171897,0.0193541521425564,0.149577156721715,0.61863
"335","ENSG00000163288",4,46993723,47426447,"GABRB1",0.989957288134859,0.395394267510258,1,0.61863
"336","ENSG00000062194",5,57173948,57264679,"GPBP1",0.619789292375514,0.6324949752931,1,0.50013
"337","ENSG00000174579",3,136148917,136197241,"MSL2",0.964302648589115,0.179964142997368,1,NA
"338","ENSG00000118518",6,127266726,127288567,"RNF146",0.578123609249973,0.6324949752931,0.386773407587887,0.49138
"339","ENSG00000185070",14,85530144,85654428,"FLRT2",0.484510532416544,0.486960084461307,1,0.49138
"340","ENSG00000134954",11,128458761,128587558,"ETS1",0.0124371343337294,0.0193541521425564,0.0578396942444061,0.50013
"341","ENSG00000132604",16,69355567,69408571,"TERF2",0.098208969798611,0.098208969798611,1,1
"342","ENSG00000166025",11,94706431,94876748,"AMOTL1",0.00604297520569272,0.0108133197331581,0.149577156721715,1
"343","ENSG00000196199",13,19633659,19673441,"MPHOSPH8",0.256082603026303,0.226424971975433,0.56362363483341,0.44535
"344","ENSG00000206557",3,32817997,32897824,"TRIM71",1,1,1,NA
"345","ENSG00000159335",12,6765516,6770952,"PTMS",1,1,1,NA
"346","ENSG00000147862",9,14081843,14398983,"NFIB",0.589292064949287,0.589292064949287,1,1
"347","ENSG00000277075",6,26216975,26217483,"H2AC8",1,NA,1,1
"348","ENSG00000104936",19,45769709,45782552,"DMPK",0.231166030733315,0.135516966726897,1,0.72206
"349","ENSG00000125851",20,17226107,17484578,"PCSK2",0.504093203706534,0.486960084461307,0.56362363483341,0.49138
"350","ENSG00000092445",15,41557675,41583589,"TYRO3",0.299715671387164,0.468167549530981,0.0578396942444061,0.50833
"351","ENSG00000006451",7,39623565,39708120,"RALA",0.0397818224556051,0.0397818224556051,1,NA
"352","ENSG00000178188",16,28846600,28874212,"SH2B1",0.525607498267655,1,0.525607498267655,1
"353","ENSG00000189403",13,30456704,30617597,"HMGB1",1,1,1,NA
"354","ENSG00000116754",1,70205682,70253052,"SRSF11",1,1,1,1
"355","ENSG00000158560",7,95772506,96110322,"DYNC1I1",0.949514298003772,0.226424971975433,1,0.36658
"356","ENSG00000135519",12,49539030,49558337,"KCNH3",0.0262773555962227,0.0262773555962227,1,1
"357","ENSG00000136383",15,84817356,84873479,"ALPK3",0.0582282160274248,0.0353568529625454,0.467899511179549,0.50833
"358","ENSG00000023445",11,102317450,102339403,"BIRC3",1,1,1,1
"359","ENSG00000197961",19,9560329,9584504,"ZNF121",0.0522952742513372,0.119910763693542,0.0578396942444061,NA
"360","ENSG00000167986",11,61299451,61342596,"DDB1",0.58508569926196,0.731441061909713,0.149577156721715,0.49138
"361","ENSG00000179292",11,66291894,66296664,"TMEM151A",1,1,1,1
"362","ENSG00000138379",2,190055700,190062729,"MSTN",0.486960084461307,0.486960084461307,1,1
"363","ENSG00000112414",6,142301854,142446266,"ADGRG6",0.281296438975422,0.843579215458015,0.0351640673497326,0.014069
"364","ENSG00000175073",8,66628487,66667231,"VCPIP1",0.50013,1,1,0.50013
"365","ENSG00000090447",16,4257186,4273075,"TFAP4",0.72685,1,1,0.72685
"366","ENSG00000107341",9,33817160,33920399,"UBE2R2",0.49138,1,1,0.49138
"367","ENSG00000160796",3,46979666,47009704,"NBEAL2",0.374312497090283,0.385697022472258,0.0772341667132225,0.8006
"368","ENSG00000008083",6,15246069,15522042,"JARID2",0.0145346780547737,0.0114936492749642,0.386773407587887,0.36658
"369","ENSG00000163931",3,53224712,53256052,"TKT",0.468167549530981,0.468167549530981,1,1
"370","ENSG00000125618",2,113215997,113278921,"PAX8",1,1,1,1
"371","ENSG00000130222",9,89605012,89606555,"GADD45G",0.34330575066639,0.34330575066639,1,1
"372","ENSG00000025434",11,47248300,47269033,"NR1H3",0.525607498267655,1,0.525607498267655,1
"373","ENSG00000141582",17,79833156,79839440,"CBX4",0.450477964626488,0.486960084461307,0.386773407587887,1
"374","ENSG00000110881",12,50057548,50083611,"ASIC1",0.769838810262985,0.769838810262985,1,NA
"375","ENSG00000050820",16,75228181,75268053,"BCAR1",0.480176608622673,0.606510850488877,1,0.2502
"376","ENSG00000172578",3,183487551,183555706,"KLHL6",0.0814761725234365,1,0.386773407587887,0.065811
"377","ENSG00000171462",6,43450352,43456632,"DLK2",0.00333873990102615,0.0114936492749642,0.0578396942444061,0.24144
"378","ENSG00000136738",10,17644151,17716824,"STAM",0.11863,1,1,0.11863
"379","ENSG00000137825",15,41493393,41503551,"ITPKA",0.199457102903677,0.199457102903677,1,NA
"380","ENSG00000153561",2,86720291,86778041,"RMND5A",0.20188253736258,0.20188253736258,1,1
"381","ENSG00000175970",12,120710458,120723640,"UNC119B",0.180888951920589,1,0.0578396942444061,0.50013
"382","ENSG00000119396",9,121178133,121223014,"RAB14",1,1,1,NA
"383","ENSG00000167670",19,4402640,4445018,"CHAF1A",0.486960084461307,0.486960084461307,1,NA
"384","ENSG00000179094",17,8140472,8156506,"PER1",0.752412775759216,0.83967626984692,0.214516593133566,1
"385","ENSG00000185246",14,45084107,45116282,"PRPF39",0.34330575066639,0.34330575066639,1,1
"386","ENSG00000165219",9,125261794,125367207,"GAPVD1",0.269929326153382,0.20188253736258,1,0.6252
"387","ENSG00000140632",16,4803203,4847288,"GLYR1",1,1,1,1
"388","ENSG00000160469",19,55282072,55312562,"BRSK1",0.880647333679781,0.0575001219277247,1,1
"389","ENSG00000156304",21,31671000,31732118,"SCAF4",0.56795545484519,0.563134906080179,0.525607498267655,1
"390","ENSG00000132507",17,7306999,7312463,"EIF5A",1,1,1,NA
"391","ENSG00000165449",10,59650764,59736002,"SLC16A9",0.0152785938317734,0.0403853329916637,0.0578396942444061,1
"392","ENSG00000260916",15,55340032,55408510,"CCPG1",0.176535566500832,0.148735517645259,0.288411247401483,0.6252
"393","ENSG00000063169",19,47608196,47703277,"BICRA",0.68228,1,1,0.68228
"394","ENSG00000130699",20,61953469,62065881,"TAF4",0.0747146917665293,0.103476981132632,1,0.24144
"395","ENSG00000115548",2,86440647,86492716,"KDM3A",0.386773407587887,1,0.386773407587887,1
"396","ENSG00000171877",15,43870761,44195271,"FRMD5",1,1,1,1
"397","ENSG00000162664",1,89995110,90035533,"ZNF326",0.288411247401483,1,0.288411247401483,1
"398","ENSG00000131196",18,79395856,79529325,"NFATC1",0.50013,1,1,0.50013
"399","ENSG00000157657",9,113876282,114056591,"ZNF618",0.226128907551373,0.273253284830988,0.288411247401483,1
"400","ENSG00000164924",8,100916523,100953388,"YWHAZ",0.199457102903677,0.199457102903677,1,NA
"401","ENSG00000205496",11,4954772,4955713,"OR51A2",0.606510850488877,0.606510850488877,1,1
"402","ENSG00000139436",12,109929802,109996389,"GIT2",0.128941832340887,0.246462814819187,1,0.11863
"403","ENSG00000162337",11,68312591,68449275,"LRP5",0.00398835082118904,0.002713866688682,0.386773407587887,0.33578
"404","ENSG00000113657",5,147390808,147510068,"DPYSL3",0.589292064949287,0.589292064949287,1,1
"405","ENSG00000184305",4,90127535,91601913,"CCSER1",0.0540266786864027,0.0272781955842726,0.305642416490482,0.68228
"406","ENSG00000109189",4,52590960,52659301,"USP46",0.576858722002601,0.589292064949287,1,0.49138
"407","ENSG00000078295",5,7396138,7830081,"ADCY2",0.413384076273862,0.381594223231033,0.386773407587887,0.61863
"408","ENSG00000101161",20,63981132,64033100,"PRPF6",0.729434615222536,0.634715229134915,0.654973525309712,0.68228
"409","ENSG00000132953",13,20777329,20903048,"XPO4",0.466718010640942,0.606510850488877,0.149577156721715,0.49138
"410","ENSG00000110047",11,64851642,64888296,"EHD1",0.428654102680588,0.428654102680588,1,1
"411","ENSG00000072694",1,161663147,161678654,"FCGR2B",0.430975764198604,0.6324949752931,0.0578396942444061,0.50013
"412","ENSG00000035687",1,244408494,244451909,"ADSS2",1,1,1,1
"413","ENSG00000196218",19,38433691,38587564,"RYR1",0.0709343131452743,0.131703710375142,1,0.14415
"414","ENSG00000073792",3,185643130,185825042,"IGF2BP2",0.998637232087984,0.697188376621878,1,0.61863
"415","ENSG00000019995",10,124942123,124988189,"ZRANB1",1,1,1,1
"416","ENSG00000137343",6,30626842,30646823,"ATAT1",0.826365823463673,0.753530409879608,1,0.77082
"417","ENSG00000102606",13,111114559,111305737,"ARHGEF7",0.00193172628726502,0.00193172628726502,1,1
"418","ENSG00000075043",20,63400208,63472677,"KCNQ2",1,1,1,NA
"419","ENSG00000167716",17,1716523,1738599,"WDR81",0.476369695034411,0.499195696759865,1,0.44745
"420","ENSG00000158445",20,49293394,49484297,"KCNB1",0.49138,1,1,0.49138
"421","ENSG00000124194",20,44247099,44280947,"GDAP1L1",0.149577156721715,1,0.149577156721715,1
"422","ENSG00000004866",7,116953238,117230176,"ST7",0.396054232446668,0.428654102680588,0.386773407587887,1
"423","ENSG00000101266",20,472498,543835,"CSNK2A1",0.0942214448065537,0.098208969798611,0.386773407587887,NA
"424","ENSG00000128513",7,124822386,124929983,"POT1",0.0146284755257705,0.0433218549422506,0.0578396942444061,0.28096
"425","ENSG00000145868",5,148383935,148442836,"FBXO38",0.546669192389617,0.551478270676097,1,0.50067
"426","ENSG00000003056",12,8940361,8949761,"M6PR",0.440288343487756,0.381594223231033,0.654973525309712,0.49138
"427","ENSG00000157557",21,38805183,38824955,"ETS2",0.0849185579629554,0.0849185579629554,1,NA
"428","ENSG00000107779",10,86756601,86932825,"BMPR1A",0.49138,1,1,0.49138
"429","ENSG00000156687",8,35235475,35796550,"UNC5D",0.443377449911769,0.518164408182593,0.149577156721715,0.61863
"430","ENSG00000148840",10,102132994,102150333,"PPRC1",0.0154381585990831,0.019148678185978,0.386773407587887,0.24144
"431","ENSG00000111249",12,111034165,111350554,"CUX2",0.13884026940148,0.147093644117654,0.386773407587887,1
"432","ENSG00000151136",12,107318421,107659642,"BTBD11",0.507569077006776,0.499195696759865,0.525607498267655,1
"433","ENSG00000157985",2,235494043,236131800,"AGAP1",0.0426789059143798,0.0718265146280179,0.149577156721715,1
"434","ENSG00000138757",4,75641849,75724589,"G3BP2",0.451377072762688,0.486960084461307,0.386773407587887,0.49138
"435","ENSG00000186517",1,161046946,161069970,"ARHGAP30",0.0133372548828389,0.0133372548828389,1,1
"436","ENSG00000100796",14,91457508,91510554,"PPP4R3A",0.486960084461307,0.486960084461307,1,1
"437","ENSG00000113749",5,175658030,175710756,"HRH2",0.00664961749467622,0.00664961749467622,1,1
"438","ENSG00000117298",1,21217247,21345572,"ECE1",0.959557962360652,0.486091806791098,1,0.058286
"439","ENSG00000179295",12,112418351,112509918,"PTPN11",0.359132383351749,0.359132383351749,1,NA
"440","ENSG00000105298",19,3610645,3626815,"CACTIN",0.50013,1,1,0.50013
"441","ENSG00000054793",20,51596514,51768390,"ATP9A",8.27040517696652e-07,2.51806271530558e-05,0.386773407587887,0.0016679
"442","ENSG00000076685",10,103087185,103277605,"NT5C2",0.623994314587267,0.833042469581733,0.0975083464258679,0.37533
"443","ENSG00000102452",13,101053776,101416508,"NALCN",0.754768290615307,0.88369592463163,0.0883062950430969,1
"444","ENSG00000179632",8,144104461,144107611,"MAF1",0.386773407587887,1,0.386773407587887,NA
"445","ENSG00000058673",1,203795623,203854999,"ZC3H11A",0.354684069718144,0.34330575066639,1,0.49138
"446","ENSG00000163166",2,127436207,127526886,"IWS1",0.525607498267655,1,0.525607498267655,1
"447","ENSG00000170579",18,3496032,4455307,"DLGAP1",0.0438537280146487,0.0296545172822479,1,0.49138
"448","ENSG00000132613",16,70661204,70686053,"MTSS2",1,1,1,1
"449","ENSG00000099822",19,589881,617159,"HCN2",0.261606823710464,0.261606823710464,1,NA
"450","ENSG00000132341",12,130872037,130877678,"RAN",1,1,1,NA
"451","ENSG00000090674",19,7522624,7534009,"MCOLN1",0.814394495587683,0.803442029234922,0.386773407587887,0.72206
"452","ENSG00000204498",6,31546870,31558829,"NFKBIL1",0.760410388524895,0.760410388524895,1,1
