"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"254","ENSG00000220205",17,8159149,8163546,"VAMP2",0.0243704637199401,0.143,0.00539220458905255,0.49138
"255","ENSG00000100243",22,42617840,42649392,"CYB5R3",0.056075886385927,0.546,0.00543079764462021,0.058286
"256","ENSG00000171617",5,74627406,74641424,"ENC1",0.139866883672839,0.506,0.00546936841496394,0.49138
"257","ENSG00000128203",22,26429260,26445015,"ASPHD2",0.0957462790535053,0.44,0.0055082332264567,1
"258","ENSG00000151883",5,50665899,50846519,"PARP8",0.0459336003689168,0.281,0.00554707451465754,1
"259","ENSG00000100353",22,36510855,36529184,"EIF3D",0.180927263034494,0.586,0.00558589042246446,0.49138
"260","ENSG00000143153",1,169105697,169132722,"ATP1B1",0.00645333153472384,0.0443,0.0056250009904544,0.49138
"261","ENSG00000106484",7,130486171,130506465,"MEST",0.631791491772928,0.934,0.00566408493998243,0.68228
"262","ENSG00000106078",7,51016212,51316818,"COBL",0.165321528840797,0.461,0.00570314041394655,0.68775
"263","ENSG00000113163",5,75356345,75512138,"CERT1",0.0834474586714441,0.355,0.00574232836118623,0.50067
"264","ENSG00000121644",1,244653103,244709033,"DESI2",0.0963131307237266,0.438,0.00578164878170147,NA
"265","ENSG00000073584",17,40624962,40648654,"SMARCE1",0.0080269436103629,0.0804,0.00582093763148282,1
"266","ENSG00000107372",9,72351413,72365235,"ZFAND5",0.36192239111135,0.819,0.00586035771647173,NA
"267","ENSG00000167768",12,52674736,52680407,"KRT1",0.21257177371149,0.659,0.00589974375459076,1
"268","ENSG00000066135",1,43650149,43705518,"KDM4A",0.00656488825008494,0.0684,0.0059390938887379,1
"269","ENSG00000133056",1,204422628,204494805,"PIK3C2B",0.213198476269736,0.659,0.00597857278195661,1
"270","ENSG00000197272",16,28499362,28512051,"IL27",0.252436980757634,0.71,0.00601784615588801,1
"271","ENSG00000115306",2,54456317,54671446,"SPTBN1",0.31541085311081,0.777,0.00605741357096844,1
"272","ENSG00000074054",2,121337776,121649476,"CLASP1",0.129220057518824,0.594,0.00609694012980499,0.2502
"273","ENSG00000162631",1,107140007,107484923,"NTNG1",0.0298813277144787,1,0.00613659297157713,0.49138
"274","ENSG00000186907",11,57460528,57477534,"RTN4RL2",0.485478500644913,0.896,0.00617620248096941,NA
"275","ENSG00000108021",10,5684838,5763740,"TASOR2",0.0192732261738428,0.343,0.00621593703522927,0.03887
"276","ENSG00000150907",13,40555667,40666641,"FOXO1",0.00625596748774015,1,0.00625596748774015,NA
"277","ENSG00000105221",19,40230317,40285536,"AKT2",0.0210676207962519,0.121,0.00629595275076919,0.49138
"278","ENSG00000142751",1,26876132,26890283,"GPN2",0.0853915897317386,0.402,0.00633589096721437,1
"279","ENSG00000107882",10,102503972,102633535,"SUFU",0.124907713829527,0.586,0.00637595299045915,0.24144
"280","ENSG00000278311",17,36544912,36589848,"GGNBP2",0.00641596549098409,NA,0.00641596549098409,1
"281","ENSG00000137764",15,67542703,67807117,"MAP2K5",0.0941158158187957,0.439,0.00645610056024062,0.36658
"282","ENSG00000251201",5,115578642,115626161,"TMED7-TICAM2",0.00649618363064133,NA,0.00649618363064133,NA
"283","ENSG00000155827",9,101533853,101563344,"RNF20",0.260897876134235,0.611,0.00653638803170563,0.68775
"284","ENSG00000135439",12,57723761,57742157,"AGAP2",0.00195046652958695,0.0192,0.00657653795777812,0.36658
"285","ENSG00000149532",11,61402641,61430031,"CPSF7",0.023737531451459,0.172,0.00661698440113562,NA
"286","ENSG00000164880",7,1470277,1504389,"INTS1",0.115630708514756,0.28,0.0066573751314333,0.81172
"287","ENSG00000142611",1,3069168,3438621,"PRDM16",0.121418138206734,0.449,0.00669770829156917,0.49138
"288","ENSG00000140854",16,57735739,57757244,"KATNB1",0.584820704105,0.92,0.00673816030623265,0.61863
"289","ENSG00000173175",3,123282296,123449090,"ADCY5",0.000311997085260002,0.00505,0.00677873117542374,1
"290","ENSG00000154114",11,121024072,121090776,"TBCEL",0.291157852189892,0.746,0.00681924137928302,1
"291","ENSG00000143621",1,153661788,153671028,"ILF2",0.225606727459041,0.667,0.00685968906070852,NA
"292","ENSG00000024048",6,42564029,42693505,"UBR2",0.0276400783848263,0.0855,0.00690025312052562,0.74992
"293","ENSG00000260903",20,31968151,32003387,"XKR7",0.00694075218177294,1,0.00694075218177294,NA
"294","ENSG00000137770",15,44427622,44529038,"CTDSPL2",0.083230042683705,0.389,0.00698136638334389,NA
"295","ENSG00000187266",19,11377207,11384342,"EPOR",0.013823596142476,0.114,0.00702209572523844,1
"296","ENSG00000178950",4,849276,932373,"GAK",0.362454758451034,0.849,0.00706275697339323,0.3444
"297","ENSG00000100504",14,50857891,50944483,"PYGL",0.00655197478473566,0.0196,0.00710353212380363,0.74992
"298","ENSG00000087365",11,66050729,66069308,"SF3B2",0.172657905498125,0.583,0.00714423670433827,1
"299","ENSG00000154229",17,66302613,66810743,"PRKCA",0.00488482037935678,0.0604,0.00718486885789515,0.24144
"300","ENSG00000141867",19,15235519,15332545,"BRD4",0.0786274481806928,0.329,0.00722579814777104,0.49138
"301","ENSG00000087510",20,56629306,56639283,"TFAP2C",0.640028739745427,0.957,0.00726665377260118,0.49138
"302","ENSG00000170577",2,45005182,45009452,"SIX2",0.00877276884036465,0.052,0.00730743387528357,0.50013
"303","ENSG00000161203",3,184174689,184184091,"AP2M1",0.182185571093426,0.597,0.00734851173331897,1
"304","ENSG00000120458",11,124766498,124800706,"MSANTD2",0.584918098016843,0.938,0.00738932464480324,0.49138
"305","ENSG00000124177",20,41402083,41618384,"CHD6",0.154252583883687,0.547,0.00743024650627116,1
"306","ENSG00000089154",12,120127202,120194715,"GCN1",0.554329499073804,0.922,0.00747127731772272,1
"307","ENSG00000132405",4,6909242,7033118,"TBC1D14",0.374774189546757,0.724,0.00751222703572054,0.72685
"308","ENSG00000123505",6,110874770,110898879,"AMD1",0.00755328446563401,1,0.00755328446563401,1
"309","ENSG00000196141",2,200305881,200482264,"SPATS2L",0.0409752924084002,0.309,0.00759444960746311,0.21912
"310","ENSG00000138668",4,82352498,82374503,"HNRNPD",0.00184156483514961,0.0221,0.0076355305606685,NA
"311","ENSG00000160094",1,33256492,33300719,"ZNF362",0.0265978941579466,0.179,0.00767652546814817,NA
"312","ENSG00000148925",11,13388008,13463297,"BTBD10",0.0324644354842508,0.113,0.00771781875001486,0.68228
"313","ENSG00000141084",16,67723070,67806652,"RANBP10",0.0543191206216519,1,0.00775921850572918,0.61863
"314","ENSG00000012504",12,100473708,100564414,"NR1H4",0.00363486670521103,0.0225,0.0078005303586158,0.49138
"315","ENSG00000116141",1,220528136,220664461,"MARK1",0.096623449161372,0.517,0.00784175245157272,0.21091
"316","ENSG00000187545",1,12892896,12898270,"PRAMEF10",0.079438950874283,1,0.00788327415698464,0.72206
"317","ENSG00000165280",9,35053928,35072668,"VCP",0.196452909387198,0.588,0.00792470486439887,0.49138
"318","ENSG00000170162",6,117265558,117273565,"VGLL2",0.314942929879157,0.761,0.00796623956952475,1
"319","ENSG00000155111",6,110609978,110815958,"CDK19",0.050067382304104,0.229,0.00800768080051694,0.49138
"320","ENSG00000151632",10,4987400,5018031,"AKR1C2",0.207887320271468,0.606,0.00804922479115278,0.49138
"321","ENSG00000076356",1,208022242,208244384,"PLXNA2",0.025851529851764,0.129,0.00809107025134563,0.50833
"322","ENSG00000068796",5,62306162,62391025,"KIF2A",0.560000735493257,0.924,0.00813262105135546,0.50013
"323","ENSG00000073861",17,47733236,47746122,"TBX21",0.175533801904377,0.578,0.00817447332092228,1
"324","ENSG00000153956",7,81946444,82443777,"CACNA2D1",0.000126373664327886,0.00068,0.00821622778311743,0.49138
"325","ENSG00000065000",19,2100988,2164468,"AP3D1",0.000342846919352436,0.00313,0.00825788258083891,0.36658
"326","ENSG00000142327",2,240565804,240581372,"RNPEPL1",0.0790284298822726,0.227,0.00829983946715138,0.72206
"327","ENSG00000177731",17,18244815,18258738,"FLII",0.0274704917399587,0.179,0.00834169545092219,1
"328","ENSG00000128607",7,130070534,130135705,"KLHDC10",0.0638992359313188,0.318,0.00838365171820067,1
"329","ENSG00000142149",21,31873020,32044633,"HUNK",0.30069790908912,0.904,0.00842550460680149,0.065811
"330","ENSG00000174748",3,23916591,23924374,"RPL15",0.0367768454568745,0.219,0.00846745654084198,NA
"331","ENSG00000154803",17,17212212,17237188,"FLCN",0.0854879364382505,0.381,0.00850950752032214,1
"332","ENSG00000170396",2,184598529,184939492,"ZNF804A",0.321342566266216,0.675,0.00855186306452929,0.68228
"333","ENSG00000099860",19,2476122,2478259,"GADD45B",0.628362524117266,0.946,0.00859390661560148,NA
"334","ENSG00000189091",16,70523791,70577670,"SF3B3",0.00893432112678032,0.0368,0.00863625473140065,0.61863
"335","ENSG00000163288",4,46993723,47426447,"GABRB1",0.140092251170325,0.413,0.00867849451625019,0.61863
"336","ENSG00000062194",5,57173948,57264679,"GPBP1",0.259957773175903,0.674,0.0087210401038947,0.50013
"337","ENSG00000174579",3,136148917,136197241,"MSL2",0.0306674067711178,0.191,0.00876347612252159,NA
"338","ENSG00000118518",6,127266726,127288567,"RNF146",0.12712758497652,0.442,0.00880600994852014,0.49138
"339","ENSG00000185070",14,85530144,85654428,"FLRT2",0.138396570921798,0.467,0.00884843172936507,0.49138
"340","ENSG00000134954",11,128458761,128587558,"ETS1",0.0185603420490917,0.0953,0.00889116055107298,0.50013
"341","ENSG00000132604",16,69355567,69408571,"TERF2",0.0146131638278746,0.11,0.00893356499896597,1
"342","ENSG00000166025",11,94706431,94876748,"AMOTL1",0.000659572014460796,0.00843,0.00897627648772193,1
"343","ENSG00000196199",13,19633659,19673441,"MPHOSPH8",0.0502052462911401,0.239,0.00901908454578158,0.44535
"344","ENSG00000206557",3,32817997,32897824,"TRIM71",0.402662777790656,0.829,0.00906177622544961,NA
"345","ENSG00000159335",12,6765516,6770952,"PTMS",0.00910456323635332,1,0.00910456323635332,NA
"346","ENSG00000147862",9,14081843,14398983,"NFIB",0.448516684287297,0.86,0.00914744557849272,1
"347","ENSG00000277075",6,26216975,26217483,"H2AC8",0.00919020844707051,NA,0.00919020844707051,1
"348","ENSG00000104936",19,45769709,45782552,"DMPK",0.0481309562361121,0.141,0.00923306540881599,0.72206
"349","ENSG00000125851",20,17226107,17484578,"PCSK2",0.154264745722576,0.497,0.00927601646372916,0.49138
"350","ENSG00000092445",15,41557675,41583589,"TYRO3",0.0900557121668291,0.337,0.00931906161181002,0.50833
"351","ENSG00000006451",7,39623565,39708120,"RALA",0.0159914557836039,0.116,0.00936220085305856,NA
"352","ENSG00000178188",16,28846600,28874212,"SH2B1",0.00940521628750752,1,0.00940521628750752,1
"353","ENSG00000189403",13,30456704,30617597,"HMGB1",0.00944854309605744,NA,0.00944854309605744,NA
"354","ENSG00000116754",1,70205682,70253052,"SRSF11",0.0937519824717442,0.395,0.00949174485973977,1
"355","ENSG00000158560",7,95772506,96110322,"DYNC1I1",0.0447200742679988,0.244,0.0095350394785218,0.36658
"356","ENSG00000135519",12,49539030,49558337,"KCNH3",0.00700953183748809,0.0604,0.00957842695240352,1
"357","ENSG00000136383",15,84817356,84873479,"ALPK3",0.016943460738446,0.084,0.00962190728138492,0.50833
"358","ENSG00000023445",11,102317450,102339403,"BIRC3",0.00966525885129476,1,0.00966525885129476,1
"359","ENSG00000197961",19,9560329,9584504,"ZNF121",0.00977662160037153,0.0783,0.00970870203823629,NA
"360","ENSG00000167986",11,61299451,61342596,"DDB1",0.0034339317167112,0.0192,0.00975223684220952,0.49138
"361","ENSG00000179292",11,66291894,66296664,"TMEM151A",0.00979563979194119,1,0.00979563979194119,1
"362","ENSG00000138379",2,190055700,190062729,"MSTN",0.0890602661875579,0.38,0.00983913312063655,1
"363","ENSG00000112414",6,142301854,142446266,"ADGRG6",0.22540765736244,0.905,0.00988271682829562,0.014069
"364","ENSG00000175073",8,66628487,66667231,"VCPIP1",0.0411646420895027,1,0.00992639091491838,0.50013
"365","ENSG00000090447",16,4257186,4273075,"TFAP4",0.0910113374751895,NA,0.0099699294330956,0.72685
"366","ENSG00000107341",9,33817160,33920399,"UBE2R2",0.590817824191221,0.933,0.0100135570921685,0.49138
"367","ENSG00000160796",3,46979666,47009704,"NBEAL2",0.197590403461793,0.413,0.0100572738921371,0.8006
"368","ENSG00000008083",6,15246069,15522042,"JARID2",0.00044764924983633,0.00365,0.0101010798330015,0.36658
"369","ENSG00000163931",3,53224712,53256052,"TKT",0.1320106307239,0.479,0.0101447464912163,1
"370","ENSG00000125618",2,113215997,113278921,"PAX8",0.405102624270186,0.825,0.0101882720096795,1
"371","ENSG00000130222",9,89605012,89606555,"GADD45G",0.0563809449520185,0.28,0.0102321138545157,1
"372","ENSG00000025434",11,47248300,47269033,"NR1H3",0.0102758133215324,1,0.0102758133215324,1
"373","ENSG00000141582",17,79833156,79839440,"CBX4",0.0907781846284455,0.381,0.0103195994533088,1
"374","ENSG00000110881",12,50057548,50083611,"ASIC1",0.0905175746394115,0.38,0.0103632407311297,NA
"375","ENSG00000050820",16,75228181,75268053,"BCAR1",0.169920337344303,0.637,0.0104069674356423,0.2502
"376","ENSG00000172578",3,183487551,183555706,"KLHL6",0.188694225481869,0.795,0.0104507795668466,0.065811
"377","ENSG00000171462",6,43450352,43456632,"DLK2",0.00219663927762281,0.0258,0.0104946771247426,0.24144
"378","ENSG00000136738",10,17644151,17716824,"STAM",0.00607448447430841,1,0.0105386601093303,0.11863
"379","ENSG00000137825",15,41493393,41503551,"ITPKA",0.094196928266257,0.388,0.0105824939067246,NA
"380","ENSG00000153561",2,86720291,86778041,"RMND5A",0.0332812863663913,0.192,0.0106266471256617,1
"381","ENSG00000175970",12,120710458,120723640,"UNC119B",0.0429881031668266,1,0.0106706499193374,0.50013
"382","ENSG00000119396",9,121178133,121223014,"RAB14",0.0107145004306496,1,0.0107145004306496,NA
"383","ENSG00000167670",19,4402640,4445018,"CHAF1A",0.132291038540975,0.475,0.0107586709825387,NA
"384","ENSG00000179094",17,8140472,8156506,"PER1",0.428386572761793,0.839,0.0108026880139963,1
"385","ENSG00000185246",14,45084107,45116282,"PRPF39",0.117856353218919,0.443,0.0108470263240989,1
"386","ENSG00000165219",9,125261794,125367207,"GAPVD1",0.176492686085008,0.465,0.0108912098757019,0.6252
"387","ENSG00000140632",16,4803203,4847288,"GLYR1",0.552734738021745,0.91,0.0109352368117035,1
"388","ENSG00000160469",19,55282072,55312562,"BRSK1",0.0144970000664705,0.102,0.010979585645384,1
"389","ENSG00000156304",21,31671000,31732118,"SCAF4",0.0873502323290406,0.367,0.0110237766253951,1
"390","ENSG00000132507",17,7306999,7312463,"EIF5A",0.0345476050623148,0.195,0.0110682907411531,NA
"391","ENSG00000165449",10,59650764,59736002,"SLC16A9",0.00168738307076419,0.0172,0.0111126457651736,1
"392","ENSG00000260916",15,55340032,55408510,"CCPG1",0.0352404768515799,0.122,0.0111570825016818,0.6252
"393","ENSG00000063169",19,47608196,47703277,"BICRA",0.364556201191008,0.707,0.0112016009506777,0.68228
"394","ENSG00000130699",20,61953469,62065881,"TAF4",0.0334062535701226,0.235,0.0112459572127662,0.24144
"395","ENSG00000115548",2,86440647,86492716,"KDM3A",0.207473279093494,0.605,0.0112906384677037,1
"396","ENSG00000171877",15,43870761,44195271,"FRMD5",0.325514767610807,0.75,0.0113351562976656,1
"397","ENSG00000162664",1,89995110,90035533,"ZNF326",0.0113797546020473,1,0.0113797546020473,1
"398","ENSG00000131196",18,79395856,79529325,"NFATC1",0.67946064289621,0.96,0.0114244333808487,0.50013
"399","ENSG00000157657",9,113876282,114056591,"ZNF618",0.0323316058772722,0.184,0.0114691926340699,1
"400","ENSG00000164924",8,100916523,100953388,"YWHAZ",0.0111106834250125,0.0814,0.0115140323617108,NA
"401","ENSG00000205496",11,4954772,4955713,"OR51A2",0.206679690023902,0.602,0.0115587043311382,1
"402","ENSG00000139436",12,109929802,109996389,"GIT2",0.0219019740737623,0.233,0.0116037043885846,0.11863
"403","ENSG00000162337",11,68312591,68449275,"LRP5",0.000535101975601071,0.00451,0.0116485354497495,0.33578
"404","ENSG00000113657",5,147390808,147510068,"DPYSL3",0.289682882540385,0.71,0.0116934457472661,1
"405","ENSG00000184305",4,90127535,91601913,"CCSER1",0.0133628578702786,0.0407,0.0117384352811345,0.68228
"406","ENSG00000109189",4,52590960,52659301,"USP46",0.083714197108639,0.31,0.0117832527235515,0.49138
"407","ENSG00000078295",5,7396138,7830081,"ADCY2",0.0478675447341554,0.16,0.0118284001110894,0.61863
"408","ENSG00000101161",20,63981132,64033100,"PRPF6",0.0507425073235522,0.149,0.0118733741691078,0.68228
"409","ENSG00000132953",13,20777329,20903048,"XPO4",0.21682814570938,0.591,0.0119186794103151,0.49138
"410","ENSG00000110047",11,64851642,64888296,"EHD1",0.201905587241091,0.592,0.0119638100839351,1
"411","ENSG00000072694",1,161663147,161678654,"FCGR2B",0.122701327079698,0.404,0.0120090187558387,0.50013
"412","ENSG00000035687",1,244408494,244451909,"ADSS2",0.388353166037608,0.803,0.0120545604680333,1
"413","ENSG00000196218",19,38433691,38587564,"RYR1",0.016892340406091,0.178,0.0120999257555384,0.14415
"414","ENSG00000073792",3,185643130,185825042,"IGF2BP2",0.373457501298256,0.738,0.0121451127612522,0.61863
"415","ENSG00000019995",10,124942123,124988189,"ZRANB1",0.390345325885931,0.804,0.0121906334262908,1
"416","ENSG00000137343",6,30626842,30646823,"ATAT1",0.60524081794728,0.875,0.01223597457147,0.77082
"417","ENSG00000102606",13,111114559,111305737,"ARHGEF7",0.000975398825098548,0.0101,0.012281392476865,1
"418","ENSG00000075043",20,63400208,63472677,"KCNQ2",0.360627963275916,0.778,0.0123271458986868,NA
"419","ENSG00000167716",17,1716523,1738599,"WDR81",0.070917975849986,0.287,0.0123727179435473,0.44745
"420","ENSG00000158445",20,49293394,49484297,"KCNB1",0.0328465863278559,0.143,0.0124183667486235,0.49138
"421","ENSG00000124194",20,44247099,44280947,"GDAP1L1",0.0124640923139154,1,0.0124640923139154,1
"422","ENSG00000004866",7,116953238,117230176,"ST7",0.100460990476094,0.391,0.012509633407076,1
"423","ENSG00000101266",20,472498,543835,"CSNK2A1",0.00226324179115487,0.0209,0.0125555118737654,NA
"424","ENSG00000128513",7,124822386,124929983,"POT1",0.00616963874171735,0.0529,0.0126014671006706,0.28096
"425","ENSG00000145868",5,148383935,148442836,"FBXO38",0.194782528675139,0.545,0.0126472359983424,0.50067
"426","ENSG00000003056",12,8940361,8949761,"M6PR",0.169723869997419,0.503,0.0126930804181619,0.49138
"427","ENSG00000157557",21,38805183,38824955,"ETS2",0.0334533651020979,0.183,0.0127390003601292,NA
"428","ENSG00000107779",10,86756601,86932825,"BMPR1A",0.28762784792498,0.687,0.0127849958242443,0.49138
"429","ENSG00000156687",8,35235475,35796550,"UNC5D",0.177987879363511,0.458,0.0128308012449219,0.61863
"430","ENSG00000148840",10,102132994,102150333,"PPRC1",0.000300894351649936,0.0035,0.0128769471342985,0.24144
"431","ENSG00000111249",12,111034165,111350554,"CUX2",0.0109551040136677,0.0771,0.0129229017421697,1
"432","ENSG00000151136",12,107318421,107659642,"BTBD11",0.243652791943772,0.646,0.0129689306341206,1
"433","ENSG00000157985",2,235494043,236131800,"AGAP1",0.0357687653244905,0.191,0.0130147657684302,1
"434","ENSG00000138757",4,75641849,75724589,"G3BP2",0.100745772916286,0.348,0.0130609426095066,0.49138
